# deck=gullinbursti_v1 iter=30 seedbase=grid lanes=11 field=63.59 ms=24129
fenrir_v1,95.00,60,60,5.37,0,0.3200
fenrir_v2,55.00,60,60,4.87,0,0.3533
kraken_v1,66.67,60,60,6.98,0,0.1700
kraken_v2,28.33,60,60,5.85,0,0.2417
fafnir_v1,98.33,60,60,7.72,0,0.1583
fafnir_v2,70.00,60,60,6.37,0,0.1900
skoll_v1,98.33,60,60,5.38,0,0.3150
skoll_v2,66.10,60,59,3.78,0,0.4371
jormungandr_v1,75.00,60,60,6.65,0,0.2105
jormungandr_v2,6.67,60,60,5.53,0,0.2417
hraesvelgr_v1,96.67,60,60,6.55,0,0.1926
hraesvelgr_v2,41.67,60,60,5.70,0,0.2417
sleipnir_v1,70.00,60,60,6.62,0,0.2083
sleipnir_v2,88.33,60,60,6.58,0,0.2117
ratatoskr_v1,98.33,60,60,7.82,0,0.1550
ratatoskr_v2,13.33,60,60,5.78,0,0.3283
huldra_v1,30.00,60,60,8.23,0,0.1450
huldra_v2,68.33,60,60,8.18,0,0.1217
ymir_v1,35.00,60,60,8.62,0,0.2017
ymir_v2,6.67,60,60,5.87,0,0.3183
draugr_v1,63.33,60,60,7.40,0,0.1650
draugr_v2,16.67,60,60,7.95,0,0.2150
valkyrie_v1,100.00,60,60,9.82,0,0.1100
valkyrie_v2,100.00,60,60,7.97,0,0.1267
audhumbla_v1,55.00,60,60,10.22,0,0.1017
audhumbla_v2,96.67,60,60,10.35,0,0.0750
hel_v1,98.33,60,60,9.07,0,0.1150
hel_v2,56.67,60,60,4.13,0,0.3902
nidhoggr_v1,13.33,60,60,5.25,0,0.2767
nidhoggr_v2,100.00,60,60,8.18,0,0.1433
